Calendar Year,Year Built,Number of Buildings,Occupancy,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Natural Gas - Weather Normalized Site Natural Gas Intensity (therms/ft²),Green Power - Offsite (kWh),Green Power - Onsite and Offsite (kWh),Percent of Electricity that is Green Power,Multifamily Housing - Percent That Can Be Cooled,Multifamily Housing - Percent That Can Be Heated,"Multifamily Housing - Total Number of Residential Living Units Density (Number per 1,000 sq ft)","Multifamily Housing - Number of Residential Living Units in a High-Rise Building Density (Number per 1,000 sq ft)",Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building (5-9 Stories),"Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building Density (Number per 1,000 sq ft)",Water Use (All Water Sources) (kgal),Indoor Water Use (All Water Sources) (kgal),Number of Active Energy Meters - Total,Number of Active Energy Meters - Used to Compute Metrics,Number of Active Energy Meters - Not Used to Compute Metrics,Number of Active IT Meters,Aggregate Meter(s)-Electric – Number of Individual Meters Included,Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Latitude,Longitude,Community Board,Census Tract (2020),log_Largest Property Use Type - Gross Floor Area (ft²),log_Number of Buildings,log_National Median ENERGY STAR Score,log_Natural Gas Use (kBtu),log_Number of Active Energy Meters - Total,log_Number of Active Energy Meters - Used to Compute Metrics,log_Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,log_Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Borough_STATEN IS,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_Bar/Nightclub,Largest Property Use Type_Bowling Alley,Largest Property Use Type_College/University,Largest Property Use Type_Convention Center,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Fast Food Restaurant,Largest Property Use Type_Financial Office,Largest Property Use Type_Fire Station,Largest Property Use Type_Fitness Center/Health Club/Gym,Largest Property Use Type_Food Sales,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_Ice/Curling Rink,Largest Property Use Type_Indoor Arena,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Lifestyle Center,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Restaurant/Bar,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Other - Utility,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,"Largest Property Use Type_Personal Services (Health/Beauty, Dry Cleaning, etc.)",Largest Property Use Type_Police Station,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Prison/Incarceration,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Living Community,Largest Property Use Type_Single-Family Home,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Stadium (Open),Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Transportation Terminal/Station,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Vehicle Dealership,Largest Property Use Type_Vehicle Repair Services,Largest Property Use Type_Veterinary Office,Largest Property Use Type_Vocational School,Largest Property Use Type_Wastewater Treatment Plant,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type_Zoo
2022,1920,1.0,100,50.0,58.1,55.5,9.0,0.3,0.0,0.0,0.0,,,,,,,1594.1,1594.1,4.0,4.0,0.0,0.0,,,,40.783194,-73.958395,108.0,15002.0,11.30533532974942,0.0,3.912023005428146,14.619975474656172,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1930,1.0,100,50.0,17.2,43.2,4.5,0.0,0.0,0.0,0.0,90.0,100.0,1.1359,0.0,47.0,1.1359,,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.720732,-73.984202,103.0,2201.0,10.630480449879682,0.0,3.912023005428146,11.184296390185041,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1931,1.0,100,50.0,73.0,71.8,3.5,0.7,0.0,0.0,0.0,100.0,100.0,0.99122,0.0,0.0,0.0,3392.8,3392.8,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.831652,-73.863442,209.0,70.0,10.248777937608223,0.0,3.912023005428146,14.362778423118698,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1900,1.0,100,50.0,148.1,75.1,16.6,0.9,0.0,0.0,0.0,100.0,100.0,0.55096,0.55096,0.0,0.0,15785.4,15785.4,7.0,7.0,0.0,0.0,,,,40.711393,-74.006666,101.0,1501.0,12.15687714922477,0.0,3.912023005428146,17.16236087494438,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2001,1.0,90,50.0,83.7,109.5,21.2,64.3,0.0,0.0,0.0,100.0,100.0,0.45445,0.45445,0.0,0.0,17311.0,17311.0,4.0,4.0,0.0,0.0,,,,40.705523,-74.01711,101.0,31704.0,12.642024927398653,0.0,3.912023005428146,17.368782185155336,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2009,1.0,100,50.0,43.9,63.0,3.5,,0.0,0.0,0.0,,,,,,,55.4,55.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.670764,-73.987787,306.0,137.0,10.764265574480024,0.0,3.912023005428146,,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1920,1.0,100,50.0,86.7,90.6,6.1,0.4,0.0,0.0,0.0,,,,,,,7113.9,7113.9,4.0,4.0,0.0,0.0,,,,40.690505,-73.964381,302.0,193.0,10.709985739582528,0.0,3.912023005428146,14.369878428208008,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1928,1.0,100,50.0,133.9,108.4,4.7,0.0,0.0,0.0,0.0,90.0,100.0,1.39848,0.0,63.0,1.39848,5595.4,5595.4,8.0,8.0,0.0,0.0,,,,40.751731,-73.867905,403.0,40902.0,10.715506065231846,0.0,3.912023005428146,11.985425974414552,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2008,1.0,100,50.0,65.5,70.4,6.1,0.5,0.0,0.0,0.0,100.0,100.0,0.99848,0.99848,0.0,0.0,,,11.0,11.0,0.0,0.0,0.0,0.0,0.0,40.757748,-73.953581,108.0,23804.0,12.398212511261466,0.0,3.912023005428146,16.21001456874658,2.3978952727983707,2.3978952727983707,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2014,1.0,100,50.0,69.7,90.4,5.6,0.5,0.0,0.0,0.0,100.0,100.0,1.42014,0.0,39.0,1.42014,1891.3,1891.3,4.0,4.0,0.0,0.0,,,,40.876762,-73.886803,207.0,411.0,10.220558509881696,0.0,3.912023005428146,14.14351850188762,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1970,1.0,100,50.0,120.2,77.0,11.0,0.8,0.0,0.0,0.0,100.0,100.0,0.83341,0.83341,0.0,0.0,56614.8,56614.8,16.0,16.0,0.0,0.0,0.0,0.0,0.0,40.77143,-73.980335,107.0,149.0,13.598756549971732,0.0,3.912023005428146,18.345118956444118,2.772588722239781,2.772588722239781,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1970,1.0,100,50.0,57.2,74.6,7.1,0.3,0.0,0.0,0.0,,,,,,,300.9,300.9,3.0,3.0,0.0,0.0,,,,40.70918,-73.923515,301.0,44902.0,10.361766465136906,0.0,3.912023005428146,13.85136021085797,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1924,1.0,100,50.0,42.7,74.7,3.7,0.3,0.0,0.0,0.0,0.0,0.0,0.98006,0.0,43.0,0.98006,,,12.0,12.0,0.0,0.0,0.0,0.0,0.0,40.870128,-73.888865,207.0,40702.0,10.689099960768168,0.0,3.912023005428146,14.096624859750337,2.4849066497880004,2.4849066497880004,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1910,1.0,100,50.0,40.4,94.4,3.5,,0.0,0.0,0.0,100.0,100.0,1.85502,1.85502,0.0,0.0,1544.7,1544.7,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.782551,-73.97693,107.0,165.0,11.157392725610274,0.0,3.912023005428146,14.514482740212847,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1925,1.0,100,50.0,58.1,78.3,5.0,0.4,0.0,0.0,0.0,0.0,100.0,0.40103,0.40103,0.0,0.0,4548.4,4548.4,6.0,6.0,0.0,0.0,,,,40.782473,-73.955513,108.0,14802.0,12.190918397758496,0.0,3.912023005428146,15.95057596792105,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2002,1.0,80,50.0,30.4,53.2,8.9,0.0,0.0,0.0,0.0,90.0,90.0,0.7244,0.0,24.0,0.7244,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.708017,-73.945013,301.0,505.0,10.408224678961561,0.0,3.912023005428146,11.054059580134949,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1931,1.0,100,50.0,102.6,99.3,12.1,91.4,0.0,0.0,0.0,90.0,100.0,1.312,0.0,0.0,0.0,2624.9,2624.9,4.0,4.0,0.0,0.0,,,,40.636873,-73.957286,314.0,51601.0,10.219720638027066,0.0,3.912023005428146,14.720780746111705,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1992,1.0,100,50.0,122.4,105.3,5.7,1.1,0.0,0.0,0.0,90.0,100.0,1.54416,0.0,45.0,1.54416,2004.8,2004.8,5.0,5.0,0.0,0.0,,,,40.713824,-73.937769,301.0,481.0,10.279935711573799,0.0,3.912023005428146,14.911018098552878,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2018,1.0,100,50.0,51.2,64.0,7.6,0.0,0.0,0.0,0.0,100.0,100.0,1.02666,1.02666,0.0,0.0,,,7.0,7.0,0.0,0.0,,,,40.689269,-73.985973,302.0,37.0,12.789530510236876,0.0,3.912023005428146,14.292117338343582,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1940,1.0,100,50.0,72.1,120.1,3.7,0.7,0.0,0.0,0.0,70.0,90.0,0.9116,0.0,22.0,0.30387,8055.8,8055.8,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.744997,-73.876587,404.0,46901.0,11.189961578373808,0.0,3.912023005428146,15.274799841670832,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1988,1.0,85,50.0,69.0,87.4,4.0,0.6,0.0,0.0,0.0,100.0,100.0,0.8878,0.0,24.0,0.8878,1700.3,1700.3,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.759983,-73.8201,407.0,863.0,10.204813620903147,0.0,3.912023005428146,14.218998379195192,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1992,1.0,100,50.0,19.0,40.5,5.5,,0.0,0.0,0.0,90.0,100.0,0.9704,0.0,26.0,0.9704,2354.1,2354.1,3.0,3.0,0.0,0.0,,,,40.741888,-73.8542,404.0,439.0,10.195895938351995,0.0,3.912023005428146,,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1931,1.0,100,50.0,76.7,96.5,4.5,0.7,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.669629,-73.979287,306.0,155.0,12.658421339537188,0.0,3.912023005428146,16.772720222633485,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2016,1.0,100,50.0,51.1,68.3,6.0,0.3,0.0,0.0,0.0,100.0,100.0,1.10025,1.10025,0.0,0.0,,,8.0,8.0,0.0,0.0,0.0,0.0,0.0,40.688357,-73.980565,302.0,33.0,12.027155287869782,0.0,3.912023005428146,15.449075049651366,2.0794415416798357,2.0794415416798357,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1972,4.0,100,50.0,96.6,82.7,5.8,0.0,0.0,0.0,0.0,100.0,100.0,0.8018,0.8018,0.0,0.0,5727.8,5727.8,11.0,11.0,0.0,0.0,,,,,,,,13.120120864851549,1.3862943611198906,3.912023005428146,13.828722889436408,2.3978952727983707,2.3978952727983707,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2016,1.0,95,50.0,35.5,57.5,4.4,0.2,0.0,0.0,0.0,100.0,100.0,0.68302,0.68302,0.0,0.0,,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.747019,-73.971171,106.0,88.0,13.609761098497104,0.0,3.912023005428146,16.623972401225654,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1928,1.0,100,50.0,112.1,127.9,24.8,0.0,0.0,0.0,0.0,,,,,,,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.752435,-73.972458,106.0,90.0,11.899071828691993,0.0,3.912023005428146,11.679126108633128,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1916,1.0,100,50.0,73.1,73.4,6.0,0.5,0.0,0.0,0.0,100.0,100.0,0.8456,0.0,14.0,0.28187,4733.8,4733.8,5.0,5.0,0.0,0.0,,,,40.707627,-73.963921,301.0,547.0,10.813136275021739,0.0,3.912023005428146,14.770867991132492,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1931,1.0,100,50.0,43.0,155.7,1.5,0.4,0.0,0.0,0.0,,,,,,,51.4,51.4,2.0,2.0,0.0,0.0,,,,40.625509,-74.083403,501.0,21.0,9.975808214115753,0.0,3.912023005428146,13.608112394863797,0.6931471805599453,0.6931471805599453,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1970,1.0,100,50.0,96.6,117.8,10.5,0.6,0.0,0.0,0.0,,,,,,,330.9,330.9,2.0,2.0,0.0,0.0,,,,40.821644,-73.845474,209.0,90.0,10.424273408096372,0.0,3.912023005428146,14.525859093285867,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1922,1.0,100,50.0,58.8,93.0,3.8,0.0,0.0,0.0,0.0,,,,,,,,,3.0,3.0,0.0,0.0,,,,40.820403,-73.898912,202.0,87.0,11.81820184582296,0.0,3.912023005428146,13.157151202889994,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2013,1.0,100,50.0,97.9,60.7,66.2,33.1,0.0,0.0,0.0,,,,,,,439.2,439.2,2.0,2.0,0.0,0.0,,,,40.834156,-73.8593,209.0,222.0,10.471581584092512,0.0,3.912023005428146,13.926873025817734,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1939,1.0,100,50.0,86.8,86.5,2.5,0.8,0.0,0.0,0.0,0.0,100.0,0.93972,0.0,14.0,0.32088,2301.8,2301.8,4.0,4.0,0.0,0.0,,,,40.623911,-73.956059,314.0,762.0,10.683500266117655,0.0,3.912023005428146,15.042076210942845,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,2006,1.0,100,50.0,74.8,83.6,14.5,0.0,0.0,0.0,0.0,,,,,,,11707.8,11707.8,3.0,3.0,0.0,0.0,,,,40.766446,-73.983325,104.0,139.0,13.642496749373848,0.0,3.912023005428146,13.562777652691821,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,1955,1.0,100,50.0,76.2,68.6,5.4,0.7,0.0,0.0,0.0,100.0,100.0,1.10545,0.0,18.0,0.36848,2108.5,2108.5,13.0,13.0,0.0,0.0,0.0,0.0,0.0,40.736175,-73.986252,106.0,50.0,10.79648918643233,0.0,3.912023005428146,14.851905753339388,2.5649493574615367,2.5649493574615367,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022,1928,1.0,100,50.0,63.9,102.2,2.2,0.6,0.0,0.0,0.0,100.0,100.0,0.35547,0.35547,0.0,0.0,4879.7,4879.7,11.0,6.0,5.0,0.0,,,,40.670229,-73.972163,306.0,165.0,12.272796277573082,0.0,3.912023005428146,16.283135366603346,2.3978952727983707,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023,2021,1.0,95,50.0,37.4,108.1,,0.4,,,,100.0,100.0,0.85627,0.0,118.0,0.85627,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.657993,-73.901703,316.0,920.0,11.833609434529853,0.0,3.912023005428146,15.455749238944462,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
