Calendar Year,Year Built,Number of Buildings,Occupancy,National Median ENERGY STAR Score,Site EUI (kBtu/ft²),National Median Site EUI (kBtu/ft²),Electricity - Weather Normalized Site Electricity Intensity (Grid and Onsite Renewables) (kWh/ft²),Natural Gas - Weather Normalized Site Natural Gas Intensity (therms/ft²),Green Power - Offsite (kWh),Green Power - Onsite and Offsite (kWh),Percent of Electricity that is Green Power,Multifamily Housing - Percent That Can Be Cooled,Multifamily Housing - Percent That Can Be Heated,"Multifamily Housing - Total Number of Residential Living Units Density (Number per 1,000 sq ft)","Multifamily Housing - Number of Residential Living Units in a High-Rise Building Density (Number per 1,000 sq ft)",Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building (5-9 Stories),"Multifamily Housing - Number of Residential Living Units in a Mid-Rise Building Density (Number per 1,000 sq ft)",Water Use (All Water Sources) (kgal),Indoor Water Use (All Water Sources) (kgal),Number of Active Energy Meters - Total,Number of Active Energy Meters - Used to Compute Metrics,Number of Active Energy Meters - Not Used to Compute Metrics,Number of Active IT Meters,Aggregate Meter(s)-Electric – Number of Individual Meters Included,Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Latitude,Longitude,Community Board,Census Tract (2020),log_Largest Property Use Type - Gross Floor Area (ft²),log_Number of Buildings,log_National Median ENERGY STAR Score,log_Natural Gas Use (kBtu),log_Number of Active Energy Meters - Total,log_Number of Active Energy Meters - Used to Compute Metrics,log_Aggregate Meter(s)-Natural Gas – Number of Individual Meters Included,log_Aggregate Meter(s)-District Steam – Number of Individual Meters Included,Borough_STATEN IS,Largest Property Use Type_Adult Education,Largest Property Use Type_Ambulatory Surgical Center,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_Bar/Nightclub,Largest Property Use Type_Bowling Alley,Largest Property Use Type_College/University,Largest Property Use Type_Convention Center,Largest Property Use Type_Courthouse,Largest Property Use Type_Data Center,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Fast Food Restaurant,Largest Property Use Type_Financial Office,Largest Property Use Type_Fire Station,Largest Property Use Type_Fitness Center/Health Club/Gym,Largest Property Use Type_Food Sales,Largest Property Use Type_Food Service,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_Ice/Curling Rink,Largest Property Use Type_Indoor Arena,Largest Property Use Type_K-12 School,Largest Property Use Type_Laboratory,Largest Property Use Type_Library,Largest Property Use Type_Lifestyle Center,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Restaurant/Bar,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Other - Technology/Science,Largest Property Use Type_Other - Utility,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,"Largest Property Use Type_Personal Services (Health/Beauty, Dry Cleaning, etc.)",Largest Property Use Type_Police Station,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Prison/Incarceration,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Living Community,Largest Property Use Type_Single-Family Home,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Stadium (Open),Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Transportation Terminal/Station,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Vehicle Dealership,Largest Property Use Type_Vehicle Repair Services,Largest Property Use Type_Veterinary Office,Largest Property Use Type_Vocational School,Largest Property Use Type_Wastewater Treatment Plant,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,Largest Property Use Type_Zoo,ENERGY STAR Score
2023,1957,1.0,100,50.0,12.6,217.9,,0.2,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.595168,-74.000835,311.0,294.0,9.903487552536127,0.0,3.912023005428146,12.441144767709657,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2022,2011,1.0,100,50.0,154.0,46.0,35.8,0.3,0.0,0.0,0.0,,,,,,,,,4.0,2.0,2.0,0.0,,,,40.704951,-74.003693,101.0,1502.0,8.101677747454572,0.0,3.912023005428146,11.564568698122066,1.3862943611198906,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1912,1.0,100,50.0,140.4,67.4,18.6,0.9,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.83469,-73.91327,204.0,17901.0,9.270776740780013,0.0,3.912023005428146,13.602624221102712,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1913,1.0,0,50.0,56.7,74.7,5.0,0.0,0.0,0.0,0.0,,,,,,,622.7,622.7,5.0,5.0,0.0,0.0,,,,40.751772,-73.980795,105.0,82.0,10.926711562628427,0.0,3.912023005428146,8.006367567650246,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1924,1.0,100,50.0,112.7,49.6,21.8,,0.0,0.0,0.0,,,,,,,3123.1,3123.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.763117,-73.982979,105.0,131.0,10.491274217438248,0.0,3.912023005428146,,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1972,0.0,100,50.0,34.7,47.0,11.0,,0.0,0.0,0.0,,,,,,,567.3,567.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.674284,-73.879746,305.0,1192.0,10.234839560272293,-inf,3.912023005428146,,0.0,0.0,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1973,1.0,100,50.0,39.1,50.0,10.0,0.0,0.0,0.0,0.0,,,,,,,602.0,602.0,2.0,2.0,0.0,0.0,,,,40.855076,-73.904199,205.0,241.0,10.766693913317829,0.0,3.912023005428146,12.100434313507177,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1959,1.0,90,50.0,145.7,87.0,38.2,0.2,0.0,0.0,0.0,,,,,,,,,37.0,37.0,0.0,0.0,0.0,0.0,0.0,,,,,11.685953974852591,0.0,3.912023005428146,14.33715736100762,3.6109179126442243,3.6109179126442243,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2023,1910,1.0,85,50.0,87.9,51.6,17.9,0.0,0.0,0.0,0.0,,,,,,,2857.6,2857.6,4.0,4.0,0.0,0.0,0.0,0.0,0.0,40.744747,-73.989354,105.0,58.0,11.260584795998719,0.0,3.912023005428146,7.980707820869669,1.3862943611198906,1.3862943611198906,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1956,1.0,0,50.0,1.0,114.3,,0.0,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.676761,-74.016303,306.0,5301.0,10.142898076314209,0.0,3.912023005428146,10.146433731146518,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1915,1.0,100,50.0,45.6,64.8,5.2,0.0,0.0,0.0,0.0,90.0,100.0,0.20665,0.0,0.0,0.0,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,40.715095,-74.006782,101.0,33.0,10.88235863959169,0.0,3.912023005428146,11.313058890560512,1.9459101490553132,1.9459101490553132,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2011,1.0,95,50.0,67.1,75.8,5.9,0.5,0.0,0.0,0.0,100.0,100.0,0.42699,0.42699,0.0,0.0,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.795006,-73.973375,107.0,183.0,10.466810745259872,0.0,3.912023005428146,14.33012360039681,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1931,1.0,100,50.0,160.1,71.9,18.5,1.1,0.0,0.0,0.0,,,,,,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.699319,-73.831573,409.0,122.0,9.81054955687686,0.0,3.912023005428146,14.388811757708945,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1900,1.0,100,50.0,56.0,68.7,6.3,0.5,0.0,0.0,0.0,90.0,100.0,0.30378,0.0,0.0,0.0,,,7.0,7.0,0.0,0.0,0.0,0.0,0.0,40.725416,-73.998983,102.0,49.0,10.17865413191749,0.0,3.912023005428146,13.80205037477944,1.9459101490553132,1.9459101490553132,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1920,1.0,95,50.0,132.0,98.9,3.9,0.0,0.0,0.0,0.0,100.0,100.0,1.14787,0.0,17.0,1.14787,,,5.0,5.0,0.0,0.0,,,,40.819747,-73.938587,110.0,232.0,9.603057907261844,0.0,3.912023005428146,10.885566024948286,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1915,1.0,100,50.0,31.9,,2.3,0.2,0.0,0.0,0.0,,,,,,,117.4,117.4,7.0,7.0,0.0,0.0,,,,40.847177,-73.898749,206.0,395.0,10.447670579956116,0.0,3.912023005428146,13.624228979798808,1.9459101490553132,1.9459101490553132,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2017,1.0,100,50.0,23.2,17.1,7.1,,0.0,0.0,0.0,,,,,,,9.0,9.0,1.0,1.0,0.0,0.0,,,,40.805744,-73.917032,201.0,2701.0,10.388995368317829,0.0,3.912023005428146,,0.0,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1987,1.0,100,50.0,38.1,64.5,11.2,,0.0,0.0,0.0,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.666269,-73.956676,309.0,325.0,11.87797127524272,0.0,3.912023005428146,,0.0,0.0,-inf,-inf,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1930,1.0,100,50.0,67.7,50.1,14.8,0.2,0.0,0.0,0.0,100.0,100.0,0.48389,0.0,6.0,0.19355,5691.5,5691.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.713964,-74.008686,101.0,21.0,10.341710224882465,0.0,3.912023005428146,13.181726026797836,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1922,1.0,100,50.0,132.6,70.3,13.7,0.9,0.0,0.0,0.0,100.0,100.0,0.16631,0.16631,0.0,0.0,1606.5,1606.5,6.0,6.0,0.0,0.0,,,,40.735398,-74.00914,102.0,75.0,10.311083721653247,0.0,3.912023005428146,14.751996036324261,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1998,1.0,100,50.0,59.5,66.7,7.1,0.4,0.0,0.0,0.0,90.0,100.0,0.26012,0.26012,0.0,0.0,,,3.0,3.0,0.0,0.0,,,,40.737857,-74.009941,102.0,79.0,10.451608961045816,0.0,3.912023005428146,14.00546954188744,1.0986122886681098,1.0986122886681098,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1957,1.0,100,50.0,91.1,91.3,8.2,0.8,0.0,0.0,0.0,,,,,,,374.4,374.4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.857797,-73.909375,205.0,251.0,9.710266814873172,0.0,3.912023005428146,13.867090161361489,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1920,1.0,85,50.0,41.9,59.8,6.7,0.2,0.0,0.0,0.0,80.0,100.0,0.30486,0.0,7.0,0.30486,,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,40.735884,-73.9955,102.0,63.0,10.041552403492023,0.0,3.912023005428146,13.36195648978561,1.6094379124341003,1.6094379124341003,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1916,1.0,100,50.0,50.3,41.6,14.2,0.0,0.0,0.0,0.0,,,,,,,,,5.0,5.0,0.0,0.0,,,,40.751306,-73.983524,105.0,84.0,11.002916174580129,0.0,3.912023005428146,-inf,1.6094379124341003,1.6094379124341003,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1980,1.0,100,50.0,54.6,51.6,12.0,0.2,0.0,0.0,0.0,100.0,100.0,0.23221,0.0,18.0,0.23221,953.0,953.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,40.725701,-73.993979,102.0,5502.0,11.258226745000462,0.0,3.912023005428146,14.03178497067338,1.9459101490553132,1.9459101490553132,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,2014,1.0,100,50.0,109.5,89.3,17.7,0.6,0.0,0.0,0.0,,,,,,,520.8,520.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,40.8889,-73.902964,208.0,285.0,10.903972363206295,0.0,3.912023005428146,14.78839899095282,0.6931471805599453,0.6931471805599453,-inf,-inf,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1920,1.0,100,50.0,62.0,92.4,1.5,0.0,0.0,0.0,0.0,,,,,,,788.4,788.4,4.0,4.0,0.0,0.0,,,,40.745373,-73.996597,104.0,91.0,10.989521058997378,0.0,3.912023005428146,12.49650094364998,1.3862943611198906,1.3862943611198906,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1950,2.0,100,50.0,55.7,48.2,10.3,0.2,0.0,0.0,0.0,,,,,,,1964.7,1964.7,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.605039,-73.966828,315.0,418.0,10.610167747378657,0.6931471805599453,3.912023005428146,14.129737185638167,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,2000,1.0,100,50.0,36.4,41.6,10.4,,0.0,0.0,0.0,,,,,,,531.2,531.2,2.0,2.0,0.0,0.0,,,,40.58206,-73.95996,313.0,366.0,9.825526011066415,0.0,3.912023005428146,,0.6931471805599453,0.6931471805599453,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1970,4.0,100,50.0,23.5,61.4,3.0,0.2,0.0,0.0,0.0,,,,,,,74.1,74.1,6.0,6.0,0.0,0.0,0.0,0.0,0.0,40.707354,-73.935279,301.0,485.0,12.046091669173604,1.3862943611198906,3.912023005428146,14.615671976029994,1.791759469228055,1.791759469228055,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1921,1.0,100,50.0,69.5,74.0,6.5,0.2,0.0,0.0,0.0,90.0,100.0,0.94406,0.0,54.0,0.94406,,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,40.865173,-73.893862,207.0,39901.0,10.95430917736789,0.0,3.912023005428146,14.083288602979055,2.302585092994046,2.302585092994046,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1910,1.0,100,50.0,59.4,84.5,3.8,0.0,0.0,0.0,0.0,10.0,90.0,0.39788,0.0,6.0,0.19894,1361.8,1361.8,6.0,6.0,0.0,0.0,,,,40.746056,-73.992497,105.0,95.0,10.314271822121892,0.0,3.912023005428146,9.169518377455928,1.791759469228055,1.791759469228055,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1967,1.0,50,50.0,179.7,,1.0,2.0,0.0,0.0,0.0,,,,,,,916.3,916.3,3.0,3.0,0.0,0.0,0.0,0.0,0.0,40.642674,-73.919717,318.0,960.0,10.981301718566954,0.0,3.912023005428146,16.152893124842482,1.0986122886681098,1.0986122886681098,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1920,1.0,100,50.0,41.2,82.1,2.7,0.4,0.0,0.0,0.0,90.0,100.0,0.17707,0.0,17.0,0.17707,858.2,858.2,9.0,9.0,0.0,0.0,0.0,0.0,0.0,40.719396,-74.00869,101.0,39.0,11.472155552427017,0.0,3.912023005428146,14.940401550308504,2.1972245773362196,2.1972245773362196,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2023,1950,1.0,100,50.0,155.9,42.2,45.2,,0.0,0.0,0.0,90.0,100.0,1.14286,0.0,0.0,0.0,,,32.0,32.0,0.0,0.0,0.0,0.0,0.0,40.561966,-74.116003,503.0,12806.0,8.160518247477505,0.0,3.912023005428146,,3.4657359027997265,3.4657359027997265,-inf,-inf,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2022,1991,6.0,85,50.0,11.3,120.5,1.6,0.1,0.0,0.0,0.0,,,,,,,2356696.0,2356696.0,5.0,5.0,0.0,0.0,,,,40.567192,-74.113035,502.0,12804.0,12.42648848000507,1.791759469228055,3.912023005428146,14.78799253167384,1.6094379124341003,1.6094379124341003,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2023,1925,1.0,100,50.0,86.8,82.5,5.8,0.2,0.0,0.0,0.0,90.0,100.0,1.08108,0.0,54.0,1.08108,,,24.0,24.0,0.0,0.0,0.0,0.0,0.0,40.848463,-73.914058,205.0,217.0,10.8187777840767,0.0,3.912023005428146,13.802951016078646,3.1780538303479458,3.1780538303479458,-inf,-inf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
